"","num","cc","subversion","HR","IR","GE","PR","WI"
"240","6","DR",1,"DRHR61FL.DTA","DRIR61FL.DTA","DRGE61FL.shp","DRPR61FL.DTA",NA
"241","6","DR",2,"DRHR6AFL.DTA","DRIR6AFL.DTA","DRGE6AFL.shp","DRPR6AFL.DTA",NA
"242","6","EG",1,"EGHR61FL.DTA","EGIR61FL.DTA","EGGE61FL.shp","EGPR61FL.DTA",NA
"243","6","ET",1,"ETHR61FL.DTA","ETIR61FL.DTA","ETGE61FL.shp","ETPR61FL.DTA",NA
"244","6","GA",1,"GAHR61FL.DTA","GAIR61FL.DTA","GAGE61FL.shp","GAPR61FL.DTA",NA
"245","6","GM",1,"GMHR61FL.DTA","GMIR61FL.DTA",NA,"GMPR61FL.DTA",NA
"246","6","GN",1,"GNHR62FL.DTA","GNIR62FL.DTA","GNGE61FL.shp","GNPR62FL.DTA",NA
"247","6","HN",1,"HNHR62FL.DTA","HNIR62FL.DTA","HNGE61FL.shp","HNPR62FL.DTA",NA
"248","6","HT",1,"HTHR61FL.DTA","HTIR61FL.DTA","HTGE61FL.shp","HTPR61FL.DTA",NA
"249","6","ID",1,"IDHR63FL.DTA","IDIR63FL.DTA",NA,"IDPR63FL.DTA",NA
"250","6","JO",1,"JOHR61FL.DTA","JOIR61FL.DTA",NA,"JOPR61FL.DTA",NA
"251","6","JO",2,"JOHR6CFL.DTA","JOIR6CFL.DTA","JOGE6AFL.shp","JOPR6CFL.DTA",NA
"252","6","KH",1,"KHHR61FL.DTA","KHIR61FL.DTA","KHGE62FL.shp","KHPR61FL.DTA",NA
"253","6","KM",1,"KMHR61FL.DTA","KMIR61FL.DTA","KMGE61FL.shp","KMPR61FL.DTA",NA
"254","6","KY",1,"KYHR61FL.DTA","KYIR61FL.DTA","KYGE61FL.shp","KYPR61FL.DTA",NA
"255","6","LB",1,"LBHR61FL.DTA","LBIR61FL.DTA","LBGE61FL.shp","LBPR61FL.DTA",NA
"256","6","LB",2,"LBHR6AFL.DTA","LBIR6AFL.DTA","LBGE6AFL.shp","LBPR6AFL.DTA",NA
"257","6","LS",1,"LSHR61FL.DTA","LSIR61FL.DTA","LSGE62FL.shp","LSPR61FL.DTA",NA
"258","6","MD",1,"MDHR61FL.DTA","MDIR61FL.DTA","MDGE61FL.shp","MDPR61FL.DTA",NA
"259","6","MD",2,"MDHR6AFL.DTA","MDIR6AFL.DTA","MDGE6AFL.shp","MDPR6AFL.DTA",NA
"260","6","ML",1,"MLHR61FL.DTA",NA,"MLGE63FL.shp","MLPR61FL.DTA",NA
"261","6","ML",2,"MLHR6AFL.DTA","MLIR6AFL.DTA","MLGE6BFL.shp","MLPR6AFL.DTA",NA
"262","6","MW",1,"MWHR61FL.DTA","MWIR61FL.DTA","MWGE62FL.shp","MWPR61FL.DTA",NA
"263","6","MW",2,"MWHR6AFL.DTA","MWIR6AFL.DTA","MWGE6AFL.shp","MWPR6AFL.DTA",NA
"264","6","MZ",1,"MZHR62FL.DTA","MZIR62FL.DTA","MZGE61FL.shp","MZPR62FL.DTA",NA
"265","6","NG",1,"NGHR61FL.DTA","NGIR61FL.DTA","NGGE61FL.shp","NGPR61FL.DTA",NA
"266","6","NG",2,"NGHR6AFL.DTA","NGIR6AFL.DTA","NGGE6AFL.shp","NGPR6AFL.DTA",NA
"267","6","NI",1,"NIHR61FL.DTA","NIIR61FL.DTA",NA,"NIPR61FL.DTA",NA
"268","6","NM",1,"NMHR61FL.DTA","NMIR61FL.DTA","NMGE61FL.shp","NMPR61FL.DTA",NA
"269","6","NP",1,"NPHR61FL.DTA","NPIR61FL.DTA","NPGE61FL.shp","NPPR61FL.DTA",NA
"270","6","PE",1,"PEHR61FL.DTA","PEIR61FL.DTA",NA,"PEPR61FL.DTA",NA
"271","6","PE",2,"PEHR6AFL.DTA","PEIR6AFL.DTA",NA,"PEPR6AFL.DTA",NA
"272","6","PE",3,"PEHR6IFL.DTA","PEIR6IFL.DTA",NA,"PEPR6IFL.DTA",NA
"273","6","PH",1,"PHHR61FL.DTA","PHIR61FL.DTA",NA,"PHPR62FL.DTA",NA
"274","6","PK",1,"PKHR61FL.DTA","PKIR61FL.DTA",NA,"PKPR61FL.DTA",NA
"275","6","RW",1,"RWHR61FL.DTA","RWIR61FL.DTA","RWGE61FL.shp","RWPR61FL.DTA",NA
"276","6","RW",3,"RWHR6IFL.DTA","RWIR6IFL.DTA",NA,"RWPR6IFL.DTA",NA
"277","6","SL",1,"SLHR61FL.DTA","SLIR61FL.DTA","SLGE61FL.shp","SLPR61FL.DTA",NA
"278","6","SN",1,"SNHR61FL.DTA","SNIR61FL.DTA","SNGE61FL.shp","SNPR61FL.DTA",NA
"279","6","SN",2,"SNHR6DFL.DTA","SNIR6DFL.DTA","SNGE6AFL.shp","SNPR6DFL.DTA",NA
"280","6","TG",1,"TGHR61FL.DTA","TGIR61FL.DTA","TGGE62FL.shp","TGPR61FL.DTA",NA
"281","6","TJ",1,"TJHR61FL.DTA","TJIR61FL.DTA","TJGE61FL.shp","TJPR61FL.DTA",NA
"282","6","TL",1,"TLHR61FL.DTA","TLIR61FL.DTA","TLGE62FL.shp","TLPR61FL.DTA",NA
"283","6","TR",1,"TRHR62FL.DTA","TRIR62FL.DTA",NA,"TRPR62FL.DTA",NA
"284","6","TZ",1,"TZHR63FL.DTA","TZIR63FL.DTA","TZGE61FL.shp","TZPR63FL.DTA",NA
"285","6","TZ",2,"TZHR6AFL.DTA","TZIR6AFL.DTA","TZGE6AFL.shp","TZPR6AFL.DTA",NA
"286","6","UG",1,"UGHR61FL.DTA","UGIR61FL.DTA","UGGE61FL.shp","UGPR61FL.DTA",NA
"287","6","UG",2,"UGHR6AFL.DTA","UGIR6AFL.DTA","UGGE6AFL.shp","UGPR6AFL.DTA",NA
"288","6","YE",1,"YEHR61FL.DTA","YEIR61FL.DTA",NA,"YEPR61FL.DTA",NA
"289","6","ZM",1,"ZMHR61FL.DTA","ZMIR61FL.DTA","ZMGE61FL.shp","ZMPR61FL.DTA",NA
"290","6","ZW",1,"ZWHR62FL.DTA","ZWIR62FL.DTA","ZWGE61FL.shp","ZWPR62FL.DTA",NA
"291","7","AF",1,"AFHR71FL.DTA","AFIR71FL.DTA",NA,"AFPR71FL.DTA",NA
"292","7","AL",1,"ALHR71FL.DTA","ALIR71FL.DTA","ALGE71FL.shp","ALPR71FL.DTA",NA
"293","7","AM",1,"AMHR72FL.DTA","AMIR72FL.DTA","AMGE71FL.shp","AMPR72FL.DTA",NA
"294","7","AO",1,"AOHR71FL.DTA","AOIR71FL.DTA","AOGE71FL.shp","AOPR71FL.DTA",NA
"295","7","BD",1,"BDHR72FL.DTA","BDIR72FL.DTA","BDGE71FL.shp","BDPR72FL.DTA",NA
"296","7","BD",4,"BDHR7RFL.DTA","BDIR7RFL.DTA","BDGE7RFL.shp","BDPR7RFL.DTA",NA
"297","7","BF",1,"BFHR71FL.DTA","BFIR71FL.DTA","BFGE71FL.shp","BFPR71FL.DTA",NA
"298","7","BF",2,"BFHR7AFL.DTA","BFIR7AFL.DTA","BFGE7AFL.shp","BFPR7AFL.DTA",NA
"299","7","BJ",1,"BJHR71FL.DTA","BJIR71FL.DTA","BJGE71FL.shp","BJPR71FL.DTA",NA
"300","7","BU",1,"BUHR71FL.DTA","BUIR71FL.DTA","BUGE71FL.shp","BUPR71FL.DTA",NA
"301","7","CM",1,"CMHR71FL.DTA","CMIR71FL.DTA","CMGE71FL.shp","CMPR71FL.DTA",NA
"302","7","CO",1,"COHR72FL.DTA","COIR72FL.DTA",NA,"COPR72FL.DTA",NA
"303","7","ET",1,"ETHR71FL.DTA","ETIR71FL.DTA","ETGE71FL.shp","ETPR71FL.DTA",NA
"304","7","GH",1,"GHHR72FL.DTA","GHIR72FL.DTA","GHGE71FL.shp","GHPR72FL.DTA",NA
"305","7","GH",2,"GHHR7BFL.DTA","GHIR7BFL.DTA","GHGE7AFL.shp","GHPR7BFL.DTA",NA
"306","7","GH",3,NA,NA,"GHGE7IFL.shp",NA,NA
"307","7","GN",1,"GNHR71FL.DTA","GNIR71FL.DTA","GNGE71FL.shp","GNPR71FL.DTA",NA
"308","7","GU",1,"GUHR71FL.DTA","GUIR71FL.DTA","GUGE71FL.shp","GUPR71FL.DTA",NA
"309","7","HT",1,"HTHR71FL.DTA","HTIR71FL.DTA","HTGE71FL.shp","HTPR71FL.DTA",NA
"310","7","IA",1,"IAHR74FL.DTA","IAIR74FL.DTA","IAGE71FL.shp","IAPR74FL.DTA",NA
"311","7","ID",1,"IDHR71FL.DTA","IDIR71FL.DTA",NA,"IDPR71FL.DTA",NA
"312","7","JO",1,"JOHR73FL.DTA","JOIR73FL.DTA","JOGE71FL.shp","JOPR73FL.DTA",NA
"313","7","KE",1,"KEHR72FL.DTA","KEIR72FL.DTA","KEGE71FL.shp","KEPR72FL.DTA",NA
"314","7","KE",2,"KEHR7AFL.DTA","KEIR7AFL.DTA","KEGE7AFL.shp","KEPR7AFL.DTA",NA
"315","7","KH",1,"KHHR73FL.DTA","KHIR73FL.DTA","KHGE71FL.shp","KHPR73FL.DTA",NA
"316","7","LB",1,"LBHR71FL.DTA","LBIR71FL.DTA","LBGE71FL.shp","LBPR71FL.DTA",NA
"317","7","LS",1,"LSHR71FL.DTA","LSIR71FL.DTA","LSGE71FL.shp","LSPR71FL.DTA",NA
"318","7","MD",1,"MDHR71FL.DTA","MDIR71FL.DTA","MDGE71FL.shp","MDPR71FL.DTA",NA
"319","7","ML",1,"MLHR72FL.DTA","MLIR72FL.DTA","MLGE71FL.shp","MLPR72FL.DTA",NA
"320","7","ML",2,"MLHR7AFL.DTA","MLIR7AFL.DTA","MLGE7AFL.shp","MLPR7AFL.DTA",NA
"321","7","MM",1,"MMHR71FL.DTA","MMIR71FL.DTA","MMGE71FL.shp","MMPR71FL.DTA",NA
"322","7","MV",1,"MVHR71FL.DTA","MVIR71FL.DTA",NA,"MVPR71FL.DTA",NA
"323","7","MW",1,"MWHR72FL.DTA","MWIR72FL.DTA","MWGE71FL.shp","MWPR72FL.DTA",NA
"324","7","MW",2,"MWHR7AFL.DTA","MWIR7AFL.DTA","MWGE7AFL.shp","MWPR7AFL.DTA",NA
"325","7","MW",3,"MWHR7IFL.DTA","MWIR7IFL.DTA","MWGE7IFL.shp","MWPR7IFL.DTA",NA
"326","7","MZ",1,"MZHR71FL.DTA","MZIR71FL.DTA","MZGE71FL.shp","MZPR71FL.DTA",NA
"327","7","MZ",2,"MZHR7AFL.DTA","MZIR7AFL.DTA","MZGE7AFL.shp","MZPR7AFL.DTA",NA
"328","7","NG",1,"NGHR71FL.DTA","NGIR71FL.DTA","NGGE71FL.shp","NGPR71FL.DTA",NA
"329","7","NG",2,"NGHR7AFL.DTA","NGIR7AFL.DTA","NGGE7BFL.shp","NGPR7AFL.DTA",NA
"330","7","NP",2,"NPHR7HFL.DTA","NPIR7HFL.DTA","NPGE7AFL.shp","NPPR7HFL.DTA",NA
"331","7","PH",1,"PHHR71FL.DTA","PHIR71FL.DTA","PHGE71FL.shp","PHPR71FL.DTA",NA
"332","7","PK",1,"PKHR71FL.DTA","PKIR71FL.DTA","PKGE71FL.shp","PKPR71FL.DTA",NA
"333","7","RW",1,"RWHR70FL.DTA","RWIR70FL.DTA","RWGE72FL.shp","RWPR70FL.DTA",NA
"334","7","RW",2,"RWHR7AFL.DTA","RWIR7AFL.DTA",NA,"RWPR7AFL.DTA",NA
"335","7","SL",1,"SLHR72FL.DTA","SLIR72FL.DTA","SLGE71FL.shp","SLPR72FL.DTA",NA
"336","7","SL",2,"SLHR7AFL.DTA","SLIR7AFL.DTA","SLGE7AFL.shp","SLPR7AFL.DTA",NA
"337","7","SN",1,"SNHR70FL.DTA","SNIR70FL.DTA","SNGE71FL.shp","SNPR70FL.DTA",NA
"338","7","SN",2,"SNHR7HFL.DTA","SNIR7HFL.DTA","SNGE7AFL.shp","SNPR7HFL.DTA",NA
"339","7","SN",3,"SNHR7IFL.DTA","SNIR7IFL.DTA","SNGE7IFL.shp","SNPR7IFL.DTA",NA
"340","7","SN",4,"SNHR7ZFL.DTA","SNIR7ZFL.DTA",NA,"SNPR7ZFL.DTA",NA
"341","7","TD",1,"TDHR71FL.DTA","TDIR71FL.DTA","TDGE71FL.shp","TDPR71FL.DTA",NA
"342","7","TG",1,"TGHR71FL.DTA","TGIR71FL.DTA","TGGE71FL.shp","TGPR71FL.DTA",NA
"343","7","TJ",1,"TJHR71FL.DTA","TJIR71FL.DTA","TJGE71FL.shp","TJPR71FL.DTA",NA
"344","7","TL",1,"TLHR71FL.DTA","TLIR71FL.DTA","TLGE71FL.shp","TLPR71FL.DTA",NA
"345","7","TZ",2,"TZHR7BFL.DTA","TZIR7BFL.DTA","TZGE7AFL.shp","TZPR7BFL.DTA",NA
"346","7","TZ",3,"TZHR7IFL.DTA","TZIR7IFL.DTA","TZGE7IFL.shp","TZPR7IFL.DTA",NA
"347","7","UG",1,"UGHR72FL.DTA","UGIR72FL.DTA","UGGE71FL.shp","UGPR72FL.DTA",NA
"348","7","UG",2,"UGHR7BFL.DTA","UGIR7BFL.DTA","UGGE7AFL.shp","UGPR7BFL.DTA",NA
"349","7","UG",3,"UGHR7IFL.DTA","UGIR7IFL.DTA","UGGE7IFL.shp","UGPR7IFL.DTA",NA
"350","7","ZA",1,"ZAHR71FL.DTA","ZAIR71FL.DTA","ZAGE71FL.shp","ZAPR71FL.DTA",NA
"351","7","ZM",1,"ZMHR71FL.DTA","ZMIR71FL.DTA","ZMGE71FL.shp","ZMPR71FL.DTA",NA
"352","7","ZW",1,"ZWHR72FL.DTA","ZWIR72FL.DTA","ZWGE72FL.shp","ZWPR72FL.DTA",NA
"353","8","GH",1,"GHHR82FL.DTA","GHIR82FL.DTA","GHGE81FL.shp","GHPR82FL.DTA",NA
"354","8","SN",1,"SNHR81FL.DTA","SNIR81FL.DTA",NA,"SNPR81FL.DTA",NA
"355","8","SN",2,"SNHR8AFL.DTA","SNIR8AFL.DTA","SNGE8AFL.shp","SNPR8AFL.DTA",NA
